Symbol,Volume,Market Cap,P/E Ratio,a,b,c,d,e,Volatility,Description
MLM,393671,27373172736,24.993229,0.18209023773670197,0.7589099407196045,1.6437400579452515,-0.7351557016372681,-0.1880497932434082,0.241,"Martin Marietta Materials, Inc. is an American company and a member of the S&P 500 Index. The company is a supplier of aggregates and heavy building materials, with operations spanning 26 states, Canada and the Caribbean. In particular, Martin Marietta Materials supplies resources for the construction of roads, sidewalks and foundations.
"
URI,710984,30603980800,13.132926,0.27153101563453674,0.8173034191131592,1.9735102653503418,-0.9497666954994202,-0.14291693270206451,0.3162,"United Rentals, Inc (NYSE: URI) is an American publicly traded company; it is the world's largest equipment rental company, with about 16 percent of the North American market share as of 2022.[5] It owns the largest rental fleet in the world with approximately 4,700 classes of equipment totaling about $19.3 billion in original equipment cost (OEC) as of 2022.[3] The company has a combined total of 1,449 locations, including an integrated network of 1,390 rental locations in North America, 13 in Europe, 27 in Australia and 19 in New Zealand. In North America, the company operates in 49 U.S. states and Puerto Rico and in every Canadian province.[3] In 2017, United Rentals' revenue totaled more than $6.64 billion, with over $1.35 billion in profit.[6] It is ranked #424 on the Fortune 500,[7] and #1183 on the Forbes Global 2000 list of the world's largest public companies.[8]
"
TDY,272745,17904705536,23.011522,0.32622048258781433,0.8886366486549377,1.9587664604187012,-0.9390854239463806,-0.17341665923595428,0.2161,"Teledyne Technologies Incorporated is an American industrial conglomerate. It was founded in 1960, as Teledyne, Inc., by Henry Singleton and George Kozmetsky.
"
KVUE,45488329,37091422208,34.589287,0.27785372734069824,0.8377000689506531,1.8347722291946411,-0.8534193634986877,-0.14507056772708893,0.2761,"Kenvue Inc. is an American consumer health company. Formerly the Consumer Healthcare division of Johnson & Johnson,[2][3] Kenvue is the proprietor of well-known brands such as Aveeno, Band-Aid, Benadryl, Johnson's Baby, Listerine, Mylanta, Neutrogena, Tylenol, and Visine.
"
NI,5036112,10633033728,17.146666,0.28918927907943726,0.9740961790084839,2.1537976264953613,-1.0346262454986572,-0.12612274289131165,0.239,"NiSource Inc. is one of the largest fully regulated utility companies in the United States, serving approximately 3.5 million natural gas customers and 500,000 electric customers across six states through its local Columbia Gas and NIPSCO brands. The company, based in Merrillville, Indiana, has more than 8,000 employees. As of 2018, NiSource is the sole Indiana-based utility company.
"
META,20698632,808477982720,27.791521,0.2786199748516083,0.8296746611595154,1.8500605821609497,-0.838696300983429,-0.10006221383810043,0.3141,"Meta Platforms, Inc.,[15][16] doing business as Meta,[17][18] and formerly named Facebook, Inc., and TheFacebook, Inc.,[19] is an American multinational technology conglomerate based in Menlo Park, California. The company owns and operates Facebook, Instagram, Threads, and WhatsApp, among other products and services.[20] Meta is one of the world's most valuable companies and among the ten largest publicly traded corporations in the United States.[21] It is considered one of the Big Five American information technology companies, alongside Google's parent company Alphabet, Amazon, Apple, and Microsoft.
"
F,50698451,42271154176,6.9019613,0.2624342441558838,0.7953518033027649,1.7621781826019287,-0.8406628966331482,-0.19303879141807556,0.3245,"Ford Motor Company (commonly known as Ford) is an American multinational automobile manufacturer headquartered in Dearborn, Michigan, United States. It was founded by Henry Ford and incorporated on June 16, 1903. The company sells automobiles and commercial vehicles under the Ford brand, and luxury cars under its Lincoln brand. Ford also owns a 32% stake in China's Jiangling Motors.[8] It also has joint ventures in China (Changan Ford), Taiwan (Ford Lio Ho), Thailand (AutoAlliance Thailand), and Turkey (Ford Otosan). The company is listed on the New York Stock Exchange and is controlled by the Ford family; they have minority ownership but the majority of the voting power.[6][9]
"
PKG,530868,14230863872,18.191956,0.27806389331817627,0.9045517444610596,2.1046717166900635,-0.9934514164924622,-0.16888605058193207,0.2344,"Packaging Corporation of America is an American manufacturing company based in Lake Forest, Illinois.[2] The company has about 15,500 employees, with operations primarily in the United States. The CEO is Mark W. Kowlzan.[3]
"
APD,712554,65134088192,29.948929,0.19863542914390564,0.7224297523498535,1.6217302083969116,-0.7286794185638428,-0.12438885867595673,0.2008,"Air Products and Chemicals, Inc. is an American international corporation whose principal business is selling gases and chemicals for industrial uses. Air Products' headquarters is in Allentown, Pennsylvania, in the Lehigh Valley region of Pennsylvania.
"
WHR,703912,6113915392,N/A,0.2700527608394623,0.8662025332450867,1.967252254486084,-0.8778093457221985,-0.15155363082885742,0.3818,"Whirlpool Corporation is an American  multinational manufacturer and marketer of home appliances headquartered in Benton Charter Township, Michigan, United States.[2] The Fortune 500 company has annual revenue of approximately $21 billion, 78,000 employees, and more than 70 manufacturing and technology research centers globally.[3]
"
DUK,3368006,69579882496,19.086681,0.2692655622959137,0.9506908059120178,2.1750879287719727,-1.0005284547805786,-0.14312447607517242,0.1898,"Duke Energy Corporation is an American electric power and natural gas holding company headquartered in Charlotte, North Carolina.
"
DG,4194593,26170316800,12.217213,0.20861521363258362,0.7304193377494812,1.5954917669296265,-0.7593135833740234,-0.13639478385448456,0.3792,"Dollar General Corporation is an American chain of variety stores headquartered in Goodlettsville, Tennessee. As of October 2, 2023, Dollar General operates 19,414 stores[1][2] in the continental United States and Mexico.[5][10][11]
"
COO,296703,16572745728,60.51356,0.28972816467285156,0.7408948540687561,1.7849228382110596,-0.8402191996574402,-0.1326972395181656,0.1971,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company, publicly traded on the NYSE (NYSE:COO). With its headquarters in San Ramon, California, it has a workforce of more than 12,000 employees worldwide[2] and consists of two business units, CooperVision (CVI) which manufactures contact lenses, and CooperSurgical (CSI) which manufactures medical devices and fertility and genomic products for the women’s health care market.[3]
"
XRAY,2212664,6184224256,N/A,0.22606909275054932,0.738978385925293,1.7343175411224365,-0.7783055305480957,-0.1335354447364807,0.2205,"Dentsply Sirona is an American dental equipment manufacturer and dental consumables producer that markets its products in over 120 countries. It has factories in 21 countries.[5] The present company is largely the result of a merger in 1993 in which Gendex Corporation acquired Dentsply International Inc. for $590 million.[6]
"
FRT,520451,7846308864,20.319149,0.13124634325504303,0.7761578559875488,1.7570332288742065,-0.8346396088600159,-0.13871072232723236,0.2061,"Federal Realty Investment Trust is a real estate investment trust that invests in shopping centers in the Northeastern United States, the Mid-Atlantic states, California, and South Florida.[1]
"
VLTO,4745731,17438607360,24.163822,0.2955656051635742,0.8343289494514465,1.9039851427078247,-0.8792237639427185,-0.13355590403079987,Tip:,"Danaher Corporation is an American globally diversified conglomerate founded by brothers Steven and Mitchell Rales in 1984. Headquartered in Washington, D.C., the company designs, manufactures, and markets medical, industrial, and commercial products and services.[1]  It has primarily grown by acquisitions, and historically has tried to maintain a very low public profile.[2][3]  Danaher was one of the first companies in North America to adopt the Kaizen principles to manufacturing,[4] which is a lean manufacturing Japanese philosophy of continuous improvement and elimination of waste.[5]
"
AVB,650645,24329838592,26.036476,0.1812891662120819,0.7163931131362915,1.5823237895965576,-0.7556182742118835,-0.17313683032989502,0.1855,"AvalonBay Communities, Inc. is a publicly traded real estate investment trust that invests in apartments.
"
LYV,1734610,19645689856,76.21429,0.22961314022541046,0.8910050392150879,1.9772695302963257,-0.9667670726776123,-0.18097707629203796,0.2554,"Live Nation Entertainment is an American multinational entertainment company that was founded in 2010 following the merger of Live Nation and Ticketmaster. The company promotes, operates, and manages ticket sales for live entertainment in the United States and internationally. It also owns and operates entertainment venues and manages the careers of music artists.
"
ELV,1049014,105698656256,17.511093,0.29367369413375854,0.8128527402877808,1.8570629358291626,-0.8776960968971252,-0.14160959422588348,0.2305,"Elevance Health, Inc. is an American health insurance provider. Prior to June 2022, Elevance Health was named Anthem, Inc.[2] The company's services include medical, pharmaceutical, dental, behavioral health, long-term care, and disability plans through affiliated companies such as Anthem Blue Cross and Blue Shield, Empire BlueCross BlueShield in New York State, Anthem Blue Cross in California,[3] Wellpoint, and Carelon.[4] It is the largest for-profit managed health care company in the Blue Cross Blue Shield Association. As of 2022, the company had 46.8 million members within its affiliated companies' health plans.[5]
"
FTNT,6398635,39643811840,37.954887,0.2717690169811249,0.7816267013549805,1.8503856658935547,-0.8670986890792847,-0.15990664064884186,0.5592,"Fortinet is a cybersecurity company with headquarters in Sunnyvale, California. The company develops and sells security solutions like firewalls, endpoint security and intrusion detection systems. Fortinet has offices located all over the world.
"
PNW,787976,8376023040,20.705883,0.253979355096817,0.8927472233772278,1.9175183773040771,-0.8925977349281311,-0.16775380074977875,0.1896,"Pinnacle West Capital Corporation is an American utility holding company that owns Arizona Public Service (APS) and Bright Canyon Energy. It is publicly traded on the New York Stock exchange and a component of the S&P 500 stock market index. APS is the largest utility company in Arizona it is regulated by the Arizona Corporation Commission (ACC).
"
TXT,1359376,15194306560,16.74298,0.29023563861846924,0.9145973920822144,2.0721285343170166,-0.9595285654067993,-0.17361164093017578,0.2702,"Textron Inc. is an American industrial  conglomerate based in Providence, Rhode Island. Textron's subsidiaries include Arctic Cat, Bell Textron, Textron Aviation (which itself includes the Beechcraft and Cessna brands), and Lycoming Engines. It was founded by Royal Little in 1923 as the Special Yarns Company. In 2020, Textron employed over 33,000 people in 25 different countries.[2]
The company ranked 265th on the 2021 Fortune 500 of the largest United States corporations by revenue.[3]
"
GOOGL,27174834,1622128590848,24.779272,0.22337208688259125,0.7539156079292297,1.6445820331573486,-0.7410625219345093,-0.12018123269081116,0.3025,"Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015,[2] and became the parent company of Google and several former Google subsidiaries.[3][4][5] Alphabet is the world's third-largest technology company by revenue and one of the world's most valuable companies.[6][7] It is considered one of the Big Five American information technology companies, alongside Amazon, Apple, Meta, and Microsoft.
"
APTV,1899571,21918859264,23.484848,0.23100334405899048,0.7880601286888123,1.767995834350586,-0.8058263659477234,-0.1580972671508789,0.2818,"Aptiv PLC is an Irish-American[3][4] automotive technology supplier with headquarters in Dublin.[5] Aptiv grew out of the now-defunct American company, Delphi Automotive Systems, which itself was formerly a component of General Motors.[6]
"
PCG,17052418,42959884288,19.639534,0.2621617913246155,0.7103456854820251,1.6815012693405151,-0.7800614833831787,-0.08408503979444504,0.2165,"The Pacific Gas and Electric Company (PG&E) is an American investor-owned utility (IOU).[2] The company is headquartered at 300 Lakeside Drive, in Oakland, California. PG&E provides natural gas and electricity to 5.2 million households in the northern two-thirds of California, from Bakersfield and northern Santa Barbara County, almost to the Oregon and Nevada state lines.[3]: 27 [4]
"
LEN,2193181,33763719168,8.895323,0.2517547905445099,0.8885533213615417,2.0426957607269287,-0.901313066482544,-0.1469816118478775,0.2764,"Lennar Corporation is a home construction company based in the Waterford District, an unincorporated area of Miami-Dade County, Florida (with a Miami, Florida postal address).[1] As of 2023, the company was the second-largest home construction company in the United States based on the number of homes sold.[2][3] In 2023, the company was ranked 119th on the Fortune 500.[4]
"
INTC,36583476,160798244864,N/A,0.264064759016037,0.8306808471679688,1.8758225440979004,-0.9124409556388855,-0.12909027934074402,0.3686,"Intel Corporation (commonly known as Intel) is an American multinational corporation and technology company headquartered in Santa Clara, California. It is one of the world's largest semiconductor chip manufacturer by revenue,[3][4] and is one of the developers of the x86 series of instruction sets found in most personal computers (PCs). Incorporated in Delaware,[5] Intel ranked No. 45 in the 2020 Fortune 500 list of the largest United States corporations by total revenue for nearly a decade, from 2007 to 2016 fiscal years.[6]
"
MKTX,464296,8341841408,33.34394,0.26722413301467896,0.7455340027809143,1.7626713514328003,-0.815939724445343,-0.1268070936203003,0.3706,"MarketAxess Holdings Inc. (MarketAxess) is an international financial technology company that operates an electronic trading platform for the institutional credit markets,[2] and also provides market data and post-trade services.[3] It enables institutional investors and broker-dealers to trade credit instruments, including corporate bonds, and other types of fixed income products.[4]
"
WTW,661328,24396206080,25.001059,0.29040613770484924,0.9292004108428955,1.9942362308502197,-0.9276955723762512,-0.16421431303024292,0.2876,"Willis Towers Watson Public Limited Company, branded as WTW and stylised in its logo as wtw, is a British-American multinational company providing insurance services. The company was founded in 2016, following a merger of the Willis Group and Towers Watson.
"
CCI,3350509,42674999296,27.486034,0.21913385391235352,0.7281362414360046,1.7254891395568848,-0.8108863234519958,-0.10954346507787704,0.2713,"Crown Castle Inc. is a real estate investment trust and provider of shared communications infrastructure in the United States headquartered in Houston, Texas. Operating with 100 offices worldwide, its network includes over 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber systems.[5]
"
CINF,672309,15828878336,9.580247,0.2759932577610016,0.8898952603340149,1.9184926748275757,-0.8964869976043701,-0.21019181609153748,0.2138,"Cincinnati Financial Corporation offers property and casualty insurance, its main business, through The Cincinnati Insurance Company, The Cincinnati Indemnity Company and The Cincinnati Casualty Company. The company has 1.01% of the domestic property and casualty insurance premiums, which ranks it as the 20th largest insurance company by market share in the U.S.[3]
"
JKHY,482454,10545196032,28.854584,0.29588666558265686,0.8346415758132935,1.8038731813430786,-0.8231130838394165,-0.14778035879135132,0.2119,"Jack Henry & Associates, Inc.  is an American technology company and payment processing service for the financial services industry. It serves more than 9,000 customers nationwide, and operates through three primary brands.[2] Headquartered in Monett, Missouri, JHA made $1.55 billion in annual revenue during fiscal 2019.[3]
"
USB,12317650,55258288128,10.59403,0.2538836598396301,0.7910668253898621,1.8114277124404907,-0.8594818115234375,-0.11306586116552353,0.3354,"U.S. Bancorp (stylized as us bancorp) is an American bank holding company based in Minneapolis, Minnesota, and incorporated in Delaware.[4] It is the parent company of U.S. Bank National Association, and is the fifth largest banking institution in the United States.[5] The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions. It has 3,106 branches and 4,842 automated teller machines, primarily in the Western and Midwestern United States.[2] It is ranked 117th on the Fortune 500,[6] and it is considered a systemically important bank by the Financial Stability Board. The company also owns Elavon, a processor of credit card transactions for merchants, and Elan Financial Services, a credit card issuer that issues credit card products on behalf of small credit unions and banks across the U.S.[7]
"
PEG,2566471,31738468352,11.335115,0.23261986672878265,0.842330813407898,1.8958756923675537,-0.9578744173049927,-0.17766039073467255,0.194,"The Public Service Enterprise Group (PSEG) is a publicly traded diversified energy company headquartered in Newark, New Jersey, US established in 1985 with a legacy dating back to 1903.
"
DOW,4018948,34880471040,27.027174,0.23124666512012482,0.9428615570068359,2.09686541557312,-1.0034371614456177,-0.17605160176753998,0.2012,"The Dow Chemical Company, officially Dow Inc., is an American multinational corporation headquartered in Midland, Michigan, United States. The company is among the three largest chemical producers in the world.[2]
"
NKE,8506562,162935685120,33.04321,0.2653280198574066,0.7646483182907104,1.7428339719772339,-0.8373300433158875,-0.11099666357040405,0.2321,"Nike, Inc.[note 1] (stylized as NIKE) is an American athletic footwear and apparel corporation headquartered near Beaverton, Oregon, United States.[4] It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment, with revenue in excess of US$46 billion in its fiscal year 2022.[5][6]
"
V,5327400,503971872768,29.455864,0.2100953906774521,0.7708109021186829,1.643183946609497,-0.7732359170913696,-0.0748591497540474,0.1443,"Visa Inc. (/ˈviːzə, ˈviːsə/; stylized as VISA) is an American multinational payment card services corporation headquartered in San Francisco, California.[1][4] It facilitates electronic funds transfers throughout the world, most commonly through Visa-branded credit cards, debit cards and prepaid cards.[5] Visa is one of the world's most valuable companies.
"
GD,1162265,66371280896,20.301336,0.3004443347454071,0.8946576714515686,2.003655433654785,-0.9507737159729004,-0.1961848884820938,0.2084,"General Dynamics Corporation (GD) is an American publicly traded aerospace and defense corporation headquartered in Reston, Virginia. As of 2020, it was the fifth-largest defense contractor in the world by arms sales, and fifth largest in the United States by total sales.[2] The company is a Fortune 100 company, and was ranked No. 94 in 2022.[3]
"
IQV,1135442,35989000192,33.825043,0.23978844285011292,0.7934951782226562,1.7470136880874634,-0.8403531908988953,-0.12858836352825165,0.2228,"IQVIA, formerly Quintiles and IMS Health, Inc.,[7] is an American Fortune 500 and S&P 500 multinational company serving the combined industries of health information technology and clinical research. IQVIA is a provider of biopharmaceutical development, consulting and commercial outsourcing services, focused primarily on Phase I-IV clinical trials and associated laboratory and analytical services, including strategy and management consulting services. It has a network of more than 88,000 employees in more than 100 countries and a market capitalization of US$49 billion as of August 2021.[7] As of 2017, IQVIA was reported to be one of the world's largest contract research organizations.[8]
"
WRB,1108035,17480660992,13.685483,0.25235727429389954,0.8412489295005798,1.7928341627120972,-0.8287490010261536,-0.13842374086380005,0.1955,"W. R. Berkley Corporation is a commercial lines property & casualty insurance holding company organized in Delaware and based in Greenwich, Connecticut.[2]
"
FITB,5196548,18018994176,7.538461,0.2570541203022003,0.8153324723243713,1.730961799621582,-0.9004620313644409,-0.1436021775007248,0.2951,"Fifth Third Bank (5/3 Bank), the principal subsidiary of Fifth Third Bancorp, is an American bank holding company headquartered in Cincinnati, Ohio. Fifth Third is one of the largest consumer banks in the Midwestern United States.
"
FFIV,409770,9122614272,23.559633,0.1817144751548767,0.7187875509262085,1.5566481351852417,-0.6994132995605469,-0.08172495663166046,0.2109,"F5, Inc. is a publicly-held American technology company specializing in application security, multi-cloud management, online fraud prevention, application delivery networking (ADN), application availability & performance, network security, and access & authorization.
"
SRE,2560456,45530361856,18.362944,0.2453548014163971,0.8680976629257202,2.0359036922454834,-0.9509377479553223,-0.12718477845191956,0.1898,"Sempra is a North American public utility holding company based in San Diego, California. The company is one of the largest utility holding companies in the United States with nearly 40 million consumers. Sempra's focus is on electric and natural gas infrastructure and its operating companies include: Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDG&E) in Southern California; Oncor Electric Delivery Company in Texas; and Sempra Infrastructure, with offices in California.
"
BAX,4749982,17228722176,73.82608,0.22251881659030914,0.9313539862632751,2.072139263153076,-0.9582979083061218,-0.15920381247997284,0.3265,"Baxter International Inc. is an American multinational healthcare company with headquarters in Deerfield, Illinois.[2]
"
INCY,1655556,12292377600,29.175531,0.30690237879753113,0.9573714137077332,2.20495867729187,-1.0539586544036865,-0.17407676577568054,0.2049,"Incyte is an American multinational pharmaceutical company with headquarters in Wilmington, Delaware,[2] and Morges, Switzerland.[3]
The company was created in 2002 through the merger of Incyte Pharmaceuticals, founded in Palo Alto, California in 1991[4] and Incyte Genomics, Inc. of Delaware.[5] The company currently operates manufacturing and R&D locations in North America, Europe, and Asia.[6]
"
WAT,476215,15395714048,22.970898,0.274629145860672,0.7405269145965576,1.7431092262268066,-0.8326963186264038,-0.142743781208992,0.2751,"Waters Corporation is a publicly traded analytical laboratory instrument and software company headquartered in Milford, Massachusetts. The company employs more than 7,800[2] people, with manufacturing facilities located in Milford, Taunton, Massachusetts; Wexford, Ireland and Wilmslow,[3] Cheshire. Waters has Sites in 35 countries globally including Frankfurt, Singapore, India, Germany and in Japan.
"
EXPE,2214150,16158667776,19.84331,0.27186650037765503,0.7625808715820312,1.7863104343414307,-0.8236581683158875,-0.14990703761577606,0.4247,"Expedia Group, Inc. is an American travel technology company that owns and operates travel fare aggregators and travel metasearch engines, including Expedia.com, Hotels.com, Vrbo, Travelocity, Hotwire.com, Orbitz, Ebookers, CheapTickets, CarRentals.com, Expedia Cruises, Wotif, and Trivago.[1] Over 3 million lodging facilities and flights on over 500 airlines are bookable on the company's websites.[1] It has 16,500 employees, and its headquarters are located in Seattle, Washington.
"
KO,14088314,245310291968,22.97166,0.2805311977863312,0.9386096000671387,2.0341053009033203,-0.9536378383636475,-0.19014571607112885,0.1615,"The Coca-Cola Company is an American multinational corporation founded in 1892, best known as the producer of Coca-Cola. The drink industry company also manufactures, sells, and markets other non-alcoholic beverage concentrates and syrups, and alcoholic beverages. The company's stock is listed on the NYSE and is part of the DJIA and the S&P 500 and S&P 100 indexes.
"
HPE,10638889,20435959808,19.192772,0.3126075565814972,1.170211672782898,2.4492080211639404,-1.1939492225646973,-0.16280747950077057,0.2666,"The Hewlett Packard Enterprise Company (HPE) is an American multinational information technology company based in Spring, Texas, United States.
"
MCHP,4571695,41603448832,17.65127,0.2825794517993927,0.7648842334747314,1.8641647100448608,-0.8697188496589661,-0.07609497755765915,0.3184,"Microchip  Technology Incorporated is a publicly listed American corporation that manufactures microcontroller, mixed-signal, analog, and Flash-IP integrated circuits. Its products include microcontrollers (PIC, dsPIC, AVR and SAM), Serial EEPROM devices, Serial SRAM devices, embedded security devices, radio frequency (RF) devices, thermal, power and battery management analog devices, as well as linear, interface and wireless products.
"
FTV,1929957,23177070592,28.30472,0.09444331377744675,0.34206974506378174,0.7962111830711365,-0.269106388092041,-0.08733722567558289,0.2365,"Chuck McLaughlin (Senior Vice President & CFO) 
Barbara Hulit (Senior Vice President) 
Jonathan Schwarz (Senior Vice President) 
"
AZO,132526,45398667264,19.446636,0.2620314657688141,0.9663143157958984,2.0782077312469482,-1.029489278793335,-0.18947851657867432,0.2111,"AutoZone, Inc. is an American retailer of aftermarket automotive parts and accessories, the largest in the United States. Founded in 1979, AutoZone has 7,140 stores across the United States, Mexico, Puerto Rico, Brazil and the US Virgin Islands. The company is based in Memphis, Tennessee.[1][2]
"
HAS,1848443,6513582080,N/A,0.2681161165237427,0.7373901009559631,1.7507392168045044,-0.780756950378418,-0.11426060646772385,0.3711,"Hasbro, Inc. (/ˈhæzbroʊ/; a syllabic abbreviation of its original name, Hassenfeld Brothers) is an American multinational conglomerate holding company incorporated and headquartered in Pawtucket, Rhode Island.[6] Hasbro owns the trademarks and products of Kenner, Milton Bradley, Parker Brothers, and Wizards of the Coast, among others. As of August 2020, over 81.5% of its shares were held by large financial institutions.[7]
"
CSCO,16807707,214719119360,17.267101,0.270182728767395,0.7666410207748413,1.7033977508544922,-0.7817704081535339,-0.10772377252578735,0.1695,"Cisco Systems, Inc., commonly known as Cisco, is an American-based multinational digital communications technology conglomerate corporation headquartered in San Jose, California. Cisco develops, manufactures, and sells networking hardware, software, telecommunications equipment and other high-technology services and products.[3] Cisco specializes in specific tech markets, such as the Internet of Things (IoT), domain security, videoconferencing, and energy management with leading products including Webex, OpenDNS, Jabber, Duo Security, and Jasper. Cisco is one of the largest technology companies in the world, ranking 82nd on the Fortune 100 with over $51 billion in revenue and nearly 83,300 employees.[4]
"
EW,3948565,40677953536,28.662394,0.2650967538356781,0.7934265732765198,1.8331223726272583,-0.8984781503677368,-0.16753432154655457,0.2975,"Edwards Lifesciences is an American medical technology company headquartered in Irvine, California, specializing in artificial heart valves and hemodynamic monitoring. It developed the SAPIEN transcatheter aortic heart valve made of cow tissue within a balloon-expandable, cobalt-chromium frame, deployed via catheter.[4] The company has manufacturing facilities at the Irvine headquarters, as well as in Draper, Utah; Costa Rica; the Dominican Republic; Puerto Rico; and Singapore;[5] and is building a new facility due to be completed in 2021 in Limerick, Ireland.[6]
"
EVRG,1969487,11763039232,15.56535,0.18280178308486938,0.7204352021217346,1.6176788806915283,-0.7377992868423462,-0.13989421725273132,0.2093,"Evergy, Inc. is an American investor-owned utility (IOU) with publicly traded stock with headquarters in Topeka, Kansas, and in Kansas City, Missouri. The company was formed from a merger of Westar Energy of Topeka and Great Plains Energy of Kansas City, parent company of Kansas City Power & Light. Evergy is the largest electric company in Kansas, serving more than 1.7 million residential, commercial and industrial customers in Kansas and Missouri.[2] Its more than 40 power plants have generating capacity of 16,000 megawatt electricity in Kansas and Missouri. Service territory covers 28,130 square miles (72,900 km2) in east Kansas and west Missouri. It owns more than 10,100 miles (16,300 km) of transmission lines and about 52,000 miles (84,000 km) of distribution lines.
"
BEN,2837701,12025575424,14.098837,0.25064215064048767,0.7224072813987732,1.6778345108032227,-0.8139182329177856,-0.1239849105477333,0.2502,"Franklin Resources, Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc. It is listed on the New York Stock Exchange under the ticker symbol BEN, in honor of Benjamin Franklin, for whom the company is named, and who was admired by founder Rupert Johnson Sr. In 1973, the company's headquarters moved from New York to San Mateo, California.[2] As of October 12, 2020, Franklin Templeton held US$1.4 trillion in assets under management (AUM) on behalf of private, professional and institutional investors.[3]
"
L,749203,14687683584,10.013699,0.3003280460834503,0.8606706857681274,1.9696602821350098,-0.9483053684234619,-0.11529622972011566,0.1372,"Loews Corporation is an American conglomerate headquartered in New York City. The company's majority-stake holdings include CNA Financial Corporation, Boardwalk Pipeline Partners, Loews Hotels and Altium Packaging.
"
INVH,2706264,19645468672,39.469135,0.23884184658527374,0.7019739747047424,1.670431137084961,-0.723471462726593,-0.15442046523094177,0.1945,"Invitation Homes Inc. is a public company traded on the New York Stock Exchange. It is headquartered in the Comerica Bank Tower in Dallas, Texas.[2] Dallas B. Tanner serves as chief executive officer. As of 2017, the company was reportedly the largest owner of single-family rental homes in the United States.[2] As of December 2022, the company owned about 83,000 rental homes in 16 markets.[3]
"
ADI,3300789,83676880896,22.846258,0.2626018524169922,0.8523622155189514,1.9210543632507324,-0.9159521460533142,-0.1421901136636734,0.2343,"Analog Devices, Inc. (ADI), also known simply as Analog, is an American multinational semiconductor company specializing in data conversion, signal processing, and power management technology, headquartered in Wilmington, Massachusetts.[2][3]
"
JNPR,3399246,8692341760,24.339285,0.3239257037639618,0.8943346738815308,2.120222330093384,-0.9296290278434753,-0.14543741941452026,0.2643,"Juniper Networks, Inc. is an American multinational corporation headquartered in Sunnyvale, California. The company develops and markets networking products, including routers, switches, network management software, network security products, and software-defined networking technology.
"
INTU,1365339,139711922176,59.275864,0.25031211972236633,0.8010410666465759,1.7921861410140991,-0.8192515969276428,-0.1048695519566536,0.2439,"Intuit Inc. is an American business software company that specializes in financial software. The company is headquartered in Mountain View, California, and the CEO is Sasan Goodarzi.  Intuit's products include the tax preparation application TurboTax, personal finance app Mint, the small business accounting program QuickBooks, the credit monitoring service Credit Karma,[2] and email marketing platform Mailchimp.[3] As of 2019,[update] more than 95% of its revenues and earnings come from its activities within the United States.[4]
"
GEN,3409509,11273308160,8.316038,0.3221709132194519,0.9782587289810181,2.0824544429779053,-0.9382902979850769,-0.17902225255966187,0.2821,"Gen Digital Inc. (formerly Symantec Corporation and NortonLifeLock) is a multinational software company co-headquartered in Tempe, Arizona and Prague, Czech Republic. The company provides cybersecurity software and services. Gen is a Fortune 500 company and a member of the S&P 500 stock-market index. The company also has development centers in Pune, Chennai and Bangalore. Its portfolio includes Norton, Avast, LifeLock, Avira, AVG, ReputationDefender, and CCleaner.
"
JPM,9123251,413414424576,8.53222,0.20444494485855103,0.7343288064002991,1.6353189945220947,-0.8267068266868591,-0.11333518475294113,0.1606,"JPMorgan Chase & Co. is an American multinational financial services firm headquartered in New York City and incorporated in Delaware. It is the largest bank in the United States and the world's largest bank by market capitalization as of 2023.[4][5] As the largest of Big Four banks, the firm is considered systemically important by the Financial Stability Board. Its size and scale have often led to enhanced regulatory oversight as well as the maintenance of an internal ""Fortress Balance Sheet""[6][7] of capital reserves. The firm is headquartered at 383 Madison Avenue in Midtown Manhattan and is set to move into the under-construction JPMorgan Chase Building at 270 Park Avenue in 2025.
"
AOS,966103,10642403328,35.60199,0.26278218626976013,0.7386030554771423,1.8613075017929077,-0.8556443452835083,-0.11960761994123459,0.2409,"A. O. Smith Corporation is an American manufacturer of both residential and commercial water heaters and boilers, and the largest manufacturer and marketer of water heaters in North America. It also supplies water treatment and water purification products in the Asian market.[6] The company has 27 locations worldwide, including five manufacturing facilities in North America, as well as plants in Bengaluru in India, Nanjing in China and Veldhoven in The Netherlands.[7]
"
