Symbol,0,1,2,3,4
NWS,0.542782854,2.41E-07,0.004930897,0.452265748,2.03E-05
WTW,0.125859831,1.22E-05,0.048437779,0.825619648,7.06E-05
CSCO,0.96194496,3.84E-10,9.58E-05,0.037950961,8.27E-06
SNPS,0.743154295,3.78E-08,0.001579395,0.255253515,1.28E-05
CINF,0.790477663,2.15E-08,0.001111549,0.208399443,1.13E-05
CSX,0.730855429,4.33E-08,0.001716912,0.267414469,1.31E-05
BF.B,0.631263541,1.14E-07,0.003119995,0.36559974,1.66E-05
SWK,0.01890104,0.000252668,0.253980155,0.726613946,0.00025219
PTC,0.655104911,9.18E-08,0.002731991,0.342147278,1.57E-05
FOX,0.840851691,1.04E-08,0.000710039,0.158428336,9.92E-06
AMP,0.816996125,1.50E-08,0.000888555,0.182104735,1.06E-05
STT,0.063584662,4.19E-05,0.096472668,0.839785961,0.000114786
AXP,0.886001255,4.55E-09,0.000425685,0.113564237,8.82E-06
PANW,1.05E-06,0.03882947,0.953604642,0.005434246,0.002130592
BBWI,1.58E-10,0.323201516,0.667915557,2.35E-05,0.008859461
CRM,0.835672951,1.13E-08,0.000747076,0.1635699,1.01E-05
CMG,0.065416013,4.00E-05,0.093947911,0.840483587,0.00011253
YUM,0.94417211,8.79E-10,0.000156505,0.055663407,7.98E-06
EMN,0.12475158,1.24E-05,0.048908943,0.826256069,7.10E-05
UNP,0.903008511,3.09E-09,0.000335877,0.096647145,8.46E-06
TRMB,0.37540553,9.22E-07,0.010993641,0.613570118,2.98E-05
KMB,0.915394738,2.25E-09,0.000276265,0.084320752,8.24E-06
CLX,7.85E-05,0.009544714,0.924153991,0.065071225,0.00115155
HES,0.05175071,5.89E-05,0.116328285,0.831729723,0.000132385
FFIV,0.581722878,1.75E-07,0.004053921,0.414204454,1.86E-05
SWKS,0.00144188,0.002503264,0.702048865,0.293311541,0.00069445
BMY,0.543049025,2.41E-07,0.004924414,0.452006073,2.02E-05
PYPL,1.74E-08,0.118853739,0.876520004,0.000457887,0.004168353
JNPR,0.002307013,0.001852731,0.633195955,0.362030441,0.00061386
EQIX,0.80824443,1.69E-08,0.000959215,0.190785523,1.08E-05
FSLR,1.47E-19,0.924744554,0.01992051,1.23E-11,0.055334937
SHW,0.797899951,1.95E-08,0.001046438,0.201042482,1.11E-05
LMT,0.833875523,1.16E-08,0.000760151,0.165354206,1.01E-05
AMGN,0.716494379,5.04E-08,0.001886464,0.281605495,1.36E-05
SNA,0.880334981,5.12E-09,0.000457672,0.119198396,8.95E-06
TGT,0.013168174,0.000391341,0.317432488,0.668700057,0.00030794
FMC,2.23E-14,0.778207436,0.199252133,5.88E-08,0.022540372
BBY,0.066556334,3.88E-05,0.092435876,0.84085781,0.000111176
CDW,0.880844501,5.07E-09,0.000454753,0.118691807,8.93E-06
V,0.989780009,2.89E-11,2.26E-05,0.010181406,1.60E-05
COP,0.784557959,2.31E-08,0.001165024,0.214265497,1.15E-05
LULU,4.10E-08,0.095644075,0.899973603,0.000772976,0.003609304
TDY,0.559263101,2.11E-07,0.00454263,0.43617453,1.95E-05
WDC,7.13E-09,0.14768519,0.847205536,0.000263273,0.004845993
HWM,0.818138223,1.47E-08,0.000879542,0.180971682,1.05E-05
VTRS,0.144667871,9.24E-06,0.041458807,0.813800342,6.37E-05
COO,0.711476068,5.31E-08,0.001948072,0.28656203,1.38E-05
SCHW,0.078932682,2.89E-05,0.07848409,0.84245575,9.86E-05
SLB,0.10691912,1.66E-05,0.057700309,0.835284541,7.94E-05
XEL,0.465715013,4.48E-07,0.007154374,0.527106079,2.41E-05
DHR,0.835087609,1.14E-08,0.000751321,0.164150981,1.01E-05
UHS,0.030545079,0.000131798,0.180142952,0.788992126,0.000188045
WY,0.898972077,3.41E-09,0.000356355,0.10066302,8.54E-06
NKE,0.458502405,4.74E-07,0.007403727,0.53406891,2.45E-05
JCI,0.537701162,2.52E-07,0.005056059,0.457222037,2.05E-05
OKE,0.176221929,6.14E-06,0.032881643,0.790835218,5.51E-05
DG,6.73E-16,0.866150969,0.104753195,5.03E-09,0.029095831
QRVO,0.000130843,0.007854652,0.904827988,0.086115602,0.001070915
MSCI,0.810487444,1.64E-08,0.000940834,0.188560954,1.08E-05
CFG,2.13E-06,0.031445923,0.958399132,0.008238707,0.001914111
FE,0.727457729,4.49E-08,0.001756138,0.270772831,1.33E-05
ES,0.178357585,5.98E-06,0.032403715,0.789178141,5.46E-05
GRMN,0.943234662,9.12E-10,0.000159992,0.056597369,7.98E-06
ADSK,0.956500129,5.11E-10,0.000113304,0.043378461,8.10E-06
GE,0.667163376,8.20E-08,0.002549248,0.330271999,1.53E-05
GPN,0.130749111,1.13E-05,0.046446565,0.822724388,6.86E-05
SYY,0.88365001,4.78E-09,0.000438832,0.115902282,8.87E-06
KR,0.541061057,2.45E-07,0.004973009,0.453945352,2.03E-05
PSX,0.427282154,6.07E-07,0.008584737,0.564106189,2.63E-05
CB,0.916330523,2.19E-09,0.000271958,0.083389288,8.23E-06
EXPE,9.14E-16,0.860503127,0.111030529,6.25E-09,0.028466337
PNW,0.486014347,3.81E-07,0.006494581,0.507467687,2.30E-05
EBAY,0.02022084,0.000231685,0.242791105,0.736513931,0.000242439
PEG,0.792726618,2.08E-08,0.001091594,0.206170509,1.13E-05
NFLX,2.55E-09,0.186880743,0.807231296,0.000138386,0.005749574
FIS,0.203915262,4.46E-06,0.027416514,0.768614442,4.93E-05
STZ,0.785849464,2.28E-08,0.001153239,0.212985815,1.15E-05
ALB,8.54E-21,0.91775546,0.011233431,1.58E-12,0.071011109
ARE,0.262250764,2.47E-06,0.019511708,0.718194556,4.05E-05
ODFL,0.348391812,1.15E-06,0.012533598,0.639041563,3.19E-05
D,0.165328231,7.02E-06,0.035498276,0.799108712,5.78E-05
PNR,0.351534752,1.12E-06,0.012342346,0.636090159,3.16E-05
PNC,0.45552022,4.85E-07,0.007509254,0.536945388,2.47E-05
FOXA,0.000210129,0.006486862,0.881117704,0.111187278,0.000998027
PGR,0.080334314,2.80E-05,0.077141582,0.842398731,9.74E-05
MCO,0.904237722,3.00E-09,0.000329744,0.095424091,8.44E-06
PHM,7.05E-06,0.021691837,0.960120869,0.01657266,0.001607584
INCY,0.236658304,3.16E-06,0.022523049,0.740771532,4.40E-05
WRB,0.886589302,4.49E-09,0.000422425,0.112979464,8.81E-06
CDNS,0.6447952,1.01E-07,0.002895295,0.352293299,1.61E-05
AKAM,0.035446359,0.000105997,0.160214545,0.804062358,0.000170742
NVDA,3.59E-16,0.87665457,0.092917715,3.23E-09,0.030427712
ILMN,0.000576667,0.004115464,0.806404831,0.188060206,0.000842832
CF,0.000275187,0.005785143,0.864673247,0.128309583,0.00095684
BALL,0.047679317,6.72E-05,0.125005773,0.827107734,0.000140014
APA,3.50E-08,0.099594633,0.895997221,0.000702529,0.003705583
SPG,0.885710044,4.58E-09,0.000427304,0.113853823,8.82E-06
MTD,0.313327637,1.55E-06,0.014923163,0.671712687,3.50E-05
NVR,0.108487652,1.62E-05,0.056822369,0.834595226,7.86E-05
DPZ,2.06E-08,0.113956049,0.88148449,0.000507847,0.004051594
NRG,0.000654043,0.003865579,0.794320647,0.200336687,0.000823044
DOW,0.647391154,9.85E-08,0.002853546,0.349739193,1.60E-05
EW,0.128293936,1.17E-05,0.047429098,0.824195648,6.96E-05
KEYS,0.031170546,0.000128001,0.177341177,0.791174661,0.000185614
ZTS,0.798638376,1.93E-08,0.001040077,0.20031044,1.11E-05
CMS,0.335321531,1.29E-06,0.013366906,0.651277306,3.30E-05
IP,0.056912124,5.04E-05,0.106819736,0.836093723,0.000123985
SRE,0.897639649,3.52E-09,0.000363229,0.101988548,8.57E-06
WM,0.932588877,1.34E-09,0.000201552,0.067201545,8.02E-06
MMM,0.234116917,3.24E-06,0.022856291,0.74297922,4.43E-05
CTRA,0.086595182,2.45E-05,0.07161388,0.84167412,9.23E-05
RF,9.83E-05,0.008772969,0.916379529,0.073633469,0.001115772
